typ,ra,dec,mag,names
Star,134.4813174,51.15370063,8.69,hd76385
Star,134.48155394999998,-48.57293357,5.88,hd77020
Star,134.48386424999998,-28.71854757,8.86,hd76856
Star,134.49276344999998,-28.87099817,8.43,hd76870
Star,134.4931068,-37.71677137,8.44,hd76937
Star,134.4937827,-4.85922074,6.68,hd76735
Star,134.4943092,30.23375878,6.25,hd76572/Cnc
Star,134.49522345,51.43020505,8.9,hd76396
Star,134.50815194999998,-6.94159223,8.34,hd76770
Star,134.51594774999998,33.90983666,8.2,hd76571
Star,134.52072660000002,-3.57793763,7.65,hd76769
Star,134.52438254999998,-3.12863839,8.52,hd76768
Star,134.53426755,1.5416061,6.59,hd76757
Star,134.5384926,-57.33623312,8.53,hd77145
Star,134.5485387,81.82950672,8.88,hd74855
Star,134.55472949999998,-30.96700828,8.17,hd76913
Star,134.56119045000003,-26.34984024,8.4,hd76892
Star,134.56224915,-34.40875423,8.66,hd76952
Star,134.56670685,10.84526513,7.66,hd76734
Star,134.5673685,-24.42862992,8.57,hd76891
Star,134.57313779999998,70.65473779,7.08,hd76023
Star,134.57567025,46.75175747,7.7,hd76507
Star,134.575701,52.30009351,8.98,hd76429
Star,134.575764,-59.19392964,7.84,hd77185
Star,134.5762752,18.30832589,6.56,hd76706
Star,134.5808643,2.07286619,8.44,hd76767
Star,134.58601754999998,-32.14211749,7.9,hd76950
Star,134.59366635,-14.37348138,9.06,hd76849
Star,134.59477815,78.14574142,7.34,hd75544
Star,134.59512404999998,26.48897615,8.03,hd76657
Star,134.60189609999998,-66.66712655,8.91,hd77388
Star,134.61411435,35.80265692,6.65,hd76595
Star,134.62112324999998,55.86159026,7.94,hd76428
Star,134.62165395000002,11.85777198,4.26,hd76756/Alp Cnc
Star,134.62813680000002,-50.80700472,7.57,hd77120
Star,134.64419925,-59.73805542,7.64,hd77244
Star,134.64851655,-23.79512983,8.27,hd76948
Star,134.65370174999998,9.4571918,8.89,hd76782
Star,134.67622665,52.00328473,8.54,hd76506
Star,134.6824365,-16.13324587,5.8,hd76932
Star,134.68807395,9.94435745,8.89,hd76795
Star,134.68913594999998,23.96669976,7.59,hd76733
Star,134.68952205,8.22375537,7.9,hd76814
Star,134.6910045,-31.24417964,7.97,hd77017
Star,134.6918433,-64.53051138,6.9,hd77373
Star,134.69244345,14.2297184,7.96,hd76793
Star,134.69312055,-16.74856669,6.98,hd76947
Star,134.69541404999998,66.00145295,7.3,hd76271
Star,134.69590695,-31.96600287,7.73,hd77018
Star,134.6981718,-27.40920661,8.8,hd76995
Star,134.7038163,81.28534882,7.74,hd75089
Star,134.7079266,25.40531254,7.47,hd76752
Star,134.71844249999998,-47.23482313,5.17,hd77140
Star,134.7186126,-43.45293224,8.29,hd77113
Star,134.7226569,-29.62493851,8.51,hd77026
Star,134.73073424999998,-15.9849003,6.74,hd76962
Star,134.73228060000002,-54.63419634,7.63,hd77226
Star,134.7324138,21.16639805,7.63,hd76780
Star,134.73252435,-68.13927597,6.93,hd77493
Star,134.734761,25.92572896,7.95,hd76766
Star,134.7373293,-34.00649324,9.35,hd77058
Star,134.73804405,12.96992196,8.85,hd76831
Star,134.741739,44.42519486,8.17,hd76617
Star,134.74415535,73.08096472,7.82,hd76022
Star,134.7472128,3.65611766,7.99,hd76868
Star,134.74779945,-73.22044446,8.58,hd77723
Star,134.75266215,63.42864749,7.17,hd76362
Star,134.75752889999998,-53.34349428,7.81,hd77233
Star,134.7592584,-68.28315358,8.83,hd77527
Star,134.76543885,67.07476512,8.79,hd76289
Star,134.7740778,63.35263095,7.07,hd76384
Star,134.7747465,-0.62384354,8.48,hd76910
Star,134.77540514999998,33.6513664,8.59,hd76731
Star,134.78182139999998,31.91628988,7.95,hd76765
Star,134.78438549999998,-5.84341641,8.57,hd76927
Star,134.78535645,22.79875789,8.18,hd76792
Star,134.78834609999998,40.93199083,8.62,hd76705
Star,134.7902034,-55.61800977,8.86,hd77261
Star,134.7948339,18.13503174,6.3,hd76830
Star,134.80349475,48.04234956,3.12,hd76644/Iot UMa
Star,134.80850385000002,-16.50263778,7.13,hd77015
Star,134.8160445,-28.80607879,6.24,hd77087
Star,134.81789175,-61.87010902,8.56,hd77405
Star,134.8239402,-35.31025572,8.84,hd77110
Star,134.83134675,8.98231739,7.51,hd76884
Star,134.83315425,-8.98981174,7.93,hd76993
Star,134.83611195,-63.46685151,6.93,hd77455
Star,134.84301420000003,7.41531386,7.84,hd76909
Star,134.84580315,48.27165151,8.16,hd76656
Star,134.84881365,53.97181937,8.94,hd76594
Star,134.8500171,16.66487208,8.99,hd76867
Star,134.8513611,45.73852162,6.64,hd76704
Star,134.8515873,-59.08439697,5.17,hd77370
Star,134.8525467,-78.0926682,8.27,hd78171
Star,134.85301395,51.17357986,8.65,hd76626
Star,134.85531795,-41.1080818,8.15,hd77165
Star,134.86205280000001,13.07440776,6.49,hd76908
Star,134.86707075,-58.74092214,7.72,hd77369
Star,134.8693674,-59.47201622,8.59,hd77387
Star,134.8732326,-8.58924482,8.74,hd77014
Star,134.8780029,-55.01534462,8.91,hd77306
Star,134.88260115,-37.03716881,8.38,hd77154
Star,134.88618555,32.41864339,5.23,hd76813/Sig Cnc
Star,134.8928547,6.34771182,8.67,hd76961
Star,134.8936509,-50.86441149,8.36,hd77273
Star,134.89796414999998,1.4119572,7.7,hd76977
Star,134.9060277,-17.18585063,7.88,hd77072
Star,134.9103543,11.93184189,8.68,hd76946
Star,134.91255465,-31.37247704,8.75,hd77138
Star,134.91641415,-19.20779957,6.19,hd77084
Star,134.92812899999998,-27.81619461,6.88,hd77137
Star,134.9333283,-22.13648771,8.84,hd77099
Star,134.93469915,-54.23689762,7.58,hd77347
Star,134.9393655,-51.50391966,7.19,hd77305
Star,134.93954775,-33.31313363,8.39,hd77163
Star,134.94279975,34.82520671,7.71,hd76829
Star,134.9457414,-34.0835516,8.94,hd77164
Star,134.94609434999998,-20.81059464,8.41,hd77098
Star,134.95565879999998,-4.78554054,8.61,hd77055
Star,134.9623644,15.15336536,8.92,hd76959
Star,134.9736966,-22.69159906,6.96,hd77127
Star,134.9766648,-68.0934949,7.53,hd77656
Star,134.97712875,7.13664481,8.6,hd77011
Star,134.9903214,-2.5481826,7.58,hd77069
Star,134.9915001,26.43446538,6.86,hd76924
Star,135.00455715,-49.55798568,6.88,hd77321
Star,135.00585285,-14.52863477,8.41,hd77106
Star,135.00968415,-44.41290563,8.06,hd77287
Star,135.01753305,-55.71040822,8.97,hd77423
Star,135.01758239999998,-14.30747682,8.68,hd77105
Star,135.0186147,82.71945637,7.13,hd74924
Star,135.01976295,61.10112049,8.86,hd76593
Star,135.0212271,-75.72563295,7.61,hd78086
Star,135.02141145,-12.46094019,8.06,hd77126
Star,135.0226671,-41.25373789,4.45,hd77258
Star,135.02506995000002,-74.39994697,6.85,hd77981
Star,135.02973585,-62.99441125,8.31,hd77554
Star,135.03696,-58.66825304,8.55,hd77478
Star,135.0412422,-29.09414194,8.95,hd77218
Star,135.04951020000001,59.25714534,8.68,hd76643
Star,135.06406155,-57.29869849,8.22,hd77477
Star,135.06717014999998,-25.16686488,8.1,hd77203
Star,135.06911714999998,61.94492203,7.42,hd76592
Star,135.0691731,-57.46091788,8.29,hd77491
Star,135.07409775,-55.58411746,8.65,hd77465
Star,135.0782796,53.33108832,8.31,hd76749
Star,135.08369175,-12.24075951,7.92,hd77151
Star,135.08626275,28.66870442,7.6,hd76976
Star,135.09005955,-9.12312538,7.8,hd77134
Star,135.09268079999998,-66.34953335,8.84,hd77672
Star,135.09276105,-43.17399229,6.04,hd77320
Star,135.0939123,-48.7144462,8.06,hd77385
Star,135.0976995,-39.46999764,8.91,hd77301
Star,135.10008390000002,-73.82780979,8.58,hd77992
Star,135.10274475,-22.47984421,8.24,hd77202
Star,135.10401825,-72.15457928,8.66,hd77910
Star,135.1077315,24.49654641,8.24,hd76991
Star,135.12197444999998,-70.16682076,8.57,hd77832
Star,135.1242363,0.15700879,8.36,hd77125
Star,135.12493800000001,22.46888071,8.3,hd77024
Star,135.1278171,32.41755799,8.51,hd76975
Star,135.1283745,37.60435051,6.21,hd76944
Star,135.1305246,42.90089653,8.27,hd76881
Star,135.13634654999998,75.42914953,8.75,hd76115
Star,135.13725075000002,-12.14062842,7.38,hd77177
Star,135.13906305,-16.15346006,7.57,hd77200
Star,135.14243325,-59.93418168,8.9,hd77569
Star,135.14361255,-67.9412971,8.44,hd77757
Star,135.14424315000002,-57.10840343,8.54,hd77525
Star,135.1583355,-51.55558474,6.7,hd77464
Star,135.15853380000001,-21.21594048,7.11,hd77232
Star,135.16146765,41.78344401,3.96,hd76943
Star,135.16691145000001,-13.16731602,8.08,hd77199
Star,135.172281,-54.36245523,7.71,hd77490
Star,135.1753047,-38.41949574,7.28,hd77366
Star,135.18522375,50.92889036,8.53,hd76844
Star,135.1901127,-9.19138528,7.19,hd77196
Star,135.1902015,-69.7701003,8.92,hd77870
Star,135.1906125,-60.96384715,5.8,hd77615
Star,135.196983,21.45454721,8.78,hd77065
Star,135.2042022,-34.56702635,8.38,hd77341
Star,135.2051502,23.78041291,8.86,hd77052
Star,135.21047295,12.57335122,7.93,hd77123
Star,135.2137821,-57.91702973,8.14,hd77583
Star,135.22231200000002,-24.15366971,6.94,hd77285
Star,135.22398135,-4.51196799,7.64,hd77214
Star,135.22425015,-50.43576178,7.93,hd77489
Star,135.2264376,-45.63174242,8.2,hd77453
Star,135.2298735,-6.27074807,8.54,hd77194
Star,135.2404032,-24.969953,7.49,hd77298
Star,135.25878269999998,-9.21964842,7.38,hd77231
Star,135.27599115,1.28015377,7.43,hd77193
Star,135.2761842,-27.51572719,7.19,hd77339
Star,135.2851803,-47.25146612,7.72,hd77511
Star,135.28536465000002,-68.68391841,5.89,hd77887
Star,135.2877636,-15.39136984,8.2,hd77268
Star,135.28949655,-38.91769906,7.56,hd77431
Star,135.28995105,-19.34216912,7.57,hd77283
Star,135.29585070000002,-82.11505829,8.5,hd79124
Star,135.29751135,-26.66358657,6.2,hd77361
Star,135.29759055,55.85995209,8.29,hd76854
Star,135.30194790000002,-25.5264047,8.63,hd77338
Star,135.3047637,-60.88845366,8.77,hd77690
Star,135.3119586,-2.56144139,7.5,hd77236
Star,135.32313615,15.26654028,8.67,hd77175
Star,135.32577734999998,-79.45617867,8.76,hd78694
Star,135.32883135,-64.92427996,7.2,hd77796
Star,135.33698085,-41.86429036,5.56,hd77475
Star,135.33988815,53.5262901,8.19,hd76922
Star,135.3401418,36.89063638,8.32,hd77079
Star,135.34051005,-28.32457808,8.31,hd77397
Star,135.3449319,10.73291276,8.87,hd77191
Star,135.34612485,-3.368119,7.82,hd77266
Star,135.3461628,-7.92417103,7.73,hd77282
Star,135.35053845,32.25229474,5.89,hd77104/Cnc
Star,135.35209079999998,-30.70666966,8.17,hd77415
Star,135.35296365,-50.29887059,8.93,hd77567
Star,135.35648085,-35.42757311,8.04,hd77451
Star,135.35938275,-11.23840062,8.31,hd77316
Star,135.36207765,19.03727551,8.48,hd77174
Star,135.37423995,15.19270294,8.37,hd77211
Star,135.37769565,-55.64937324,8.93,hd77655
Star,135.380583,-4.45604427,6.65,hd77296
Star,135.3808494,5.64099518,6.08,hd77250
Star,135.38166915,-49.57932754,7.44,hd77566
Star,135.38667494999999,40.94070386,7.43,hd77092
Star,135.3868716,-38.08253054,8.5,hd77486
Star,135.38980785,-14.49111048,8.33,hd77332
Star,135.3898764,43.68123903,8.3,hd77051
Star,135.3983571,-0.00098122,7.86,hd77279
Star,135.40464915,49.73713164,7.93,hd77006
Star,135.4084131,-1.47629075,7.36,hd77281
Star,135.4106373,-0.58135793,7.79,hd77280
Star,135.41189774999998,49.78848771,8.69,hd233591
Star,135.4199661,39.71370429,6.39,hd77093
Star,135.4223547,-50.24840133,8.47,hd77595
Star,135.4257081,26.39049882,8.3,hd77173
Star,135.42984225,-25.43284771,7.66,hd77450
Star,135.43113855000001,35.85945455,7.83,hd77122
Star,135.43195125,17.08109379,7.39,hd77230
Star,135.4357215,-52.18871825,5.23,hd77653
Star,135.4416228,2.20562429,8.54,hd77295
Star,135.44635904999998,-48.7489079,8.71,hd77594
Star,135.4478244,6.49799708,8.03,hd77278
Star,135.45367275,27.90278284,6.07,hd77190/Cnc
Star,135.4548339,-26.56421132,7.25,hd77462
Star,135.4549965,5.65173871,7.19,hd77293
Star,135.47329125,59.41628059,7.87,hd76921
Star,135.48096404999998,-66.49095884,8.76,hd77964
Star,135.48681495,-1.12523933,7.95,hd77354
Star,135.48915645,-8.37403474,7.29,hd77381
Star,135.4895562,-76.8946156,8.4,hd78509
Star,135.49173090000002,-0.48284175,5.64,hd77353
Star,135.4940691,-38.8375014,8.56,hd77563
Star,135.4941126,17.32666617,8.68,hd77248
Star,135.49495725,2.67122861,7.1,hd77314
Star,135.50743035,-35.68830761,7.65,hd77536
Star,135.51019065,14.59866425,8.65,hd77277
Star,135.51972014999998,3.27999705,8.01,hd77352
Star,135.52166505,-27.81394742,8.09,hd77506
Star,135.52515165,-28.15182828,8.69,hd77507
Star,135.52675725,-39.40225721,6.25,hd77580
Star,135.5286024,-40.55471679,6.91,hd77581
Star,135.55770675,-5.45469374,8.56,hd77412
Star,135.56380155000002,10.10596136,8.9,hd77328
Star,135.5789877,38.65667281,7.34,hd77189
Star,135.58450095,-21.31543486,8.69,hd77504
Star,135.60076125,-2.36580103,7.46,hd77447
Star,135.60320520000002,-55.03042112,7.57,hd77795
Star,135.61023914999998,-43.97005483,8.11,hd77669
Star,135.61166175,-66.39584369,4.0,hd78045/Alp Vol
Star,135.62184495000002,-26.24261368,8.9,hd77561
Star,135.6239304,-46.56170491,8.46,hd77718
Star,135.6363579,67.62957486,4.74,hd76827/Rho UMa
Star,135.6369522,25.85547927,7.3,hd77313
Star,135.6437646,54.52193797,8.33,hd77091
Star,135.64394850000002,-31.01763915,7.8,hd77591
Star,135.648249,-42.70737011,7.3,hd77684
Star,135.64969245,68.86687456,8.32,hd76811
Star,135.65543955,8.4841653,8.65,hd77409
Star,135.6743028,29.3752539,8.72,hd77312
Star,135.6752448,31.36480902,7.94,hd77311
Star,135.67844159999999,82.74481836,6.99,hd75370
Star,135.67901265,-50.82571852,8.13,hd77793
Star,135.68397015000002,-41.03147016,8.53,hd77683
Star,135.68444595,24.45293256,5.45,hd77350/Nu Cnc
Star,135.6867621,7.29826333,5.85,hd77445
Star,135.6881625,21.51922946,8.09,hd77377
Star,135.69292769999998,-44.64266626,8.54,hd77740
Star,135.69803985000001,-55.60917055,8.61,hd77869
Star,135.7106124,52.22200682,8.67,hd77158
Star,135.71109195,0.40821398,8.03,hd77484
Star,135.71141625,22.25860389,7.93,hd77391
Star,135.71596335,-32.44004737,6.94,hd77645
Star,135.7161237,52.28616196,8.08,hd77172
Star,135.7193925,-24.2495726,8.38,hd77610
Star,135.74417549999998,-58.39437435,8.41,hd77963
Star,135.76189739999998,49.94827209,6.87,hd77227
Star,135.77229930000001,-53.55039508,6.39,hd77907
Star,135.7757613,2.05688403,7.97,hd77519
Star,135.77763405,-20.54655591,8.05,hd77609
Star,135.7799871,30.1027418,8.04,hd77390
Star,135.7825032,-14.00364591,7.36,hd77590
Star,135.78438495,-8.98986615,8.44,hd77573
Star,135.78678615,-25.50420137,6.72,hd77665
Star,135.78696689999998,17.5738406,8.91,hd77457
Star,135.7893675,-38.6096378,7.69,hd77753
Star,135.81087735,6.81594544,6.53,hd77518
Star,135.81274380000002,27.2113335,7.89,hd77444
Star,135.81668729999998,47.67176265,8.15,hd77263
Star,135.8168067,32.88144381,7.03,hd77408
Star,135.81719655,-33.60066242,7.15,hd77737
Star,135.82523955,-70.60664775,6.93,hd78360
Star,135.82777485000003,14.18357368,8.12,hd77501
Star,135.82923209999998,-37.35151867,8.97,hd77766
Star,135.8336409,-34.2010718,8.71,hd77752
Star,135.8380242,-4.44158124,7.46,hd77588
Star,135.84175005,49.05798977,8.02,hd77276
Star,135.8443233,-42.77515189,8.81,hd77829
Star,135.84633674999998,-57.76645945,7.87,hd78027
Star,135.84722250000002,-5.93887411,8.75,hd77589
Star,135.85148999999998,22.61133183,8.08,hd77468
Star,135.8631072,37.84138814,7.04,hd77407
Star,135.8679609,-22.99765849,8.54,hd77698
Star,135.87174315,-36.6581905,8.33,hd77789
Star,135.8733198,-49.74652055,8.5,hd77926
Star,135.87449264999998,-47.40418158,8.11,hd77904
Star,135.8755365,76.39815134,7.86,hd76539
Star,135.88445865,53.10830868,6.87,hd77247
Star,135.89106795,-42.26896079,8.39,hd77848
Star,135.89717535,20.55455695,8.44,hd77515
Star,135.90143924999998,-14.4374143,7.65,hd77677
Star,135.90367335,-2.40874234,8.78,hd77625
Star,135.90422445000002,4.45894798,8.12,hd77587
Star,135.90649485,47.15665934,3.57,hd77327/Kap UMa
Star,135.91030005000002,-33.6944082,7.77,hd77788
Star,135.92363505,9.89279945,8.28,hd77572
Star,135.9309528,-5.17137085,6.83,hd77640
Star,135.9336336,20.06316237,7.81,hd77541
Star,135.9375258,-17.4965689,6.58,hd77735
Star,135.94434075,-74.10997531,8.34,hd78621
Star,135.9463341,38.74217468,6.7,hd77443
Star,135.94638495,-54.07501433,8.35,hd78006
Star,135.9480189,-19.82536695,8.77,hd77748
Star,135.95656815,-64.6852188,7.42,hd78232
Star,135.9637545,-41.55538135,7.83,hd77902
Star,135.96885075,18.68600498,8.53,hd77571
Star,135.97137675,-52.89862257,7.82,hd78026
Star,135.9714768,86.87710251,8.73,hd72144
Star,135.9733641,57.33613847,8.95,hd237774
Star,135.974334,-67.62087731,8.39,hd78346
Star,135.98525535,-60.03870575,8.83,hd78151
Star,135.9896103,-51.44898137,8.6,hd78025
Star,135.99087645,11.15296516,8.02,hd77624
Star,135.99324795,71.30553913,7.09,hd76905
Star,135.99405885000002,-36.73907325,7.28,hd77881
Star,135.9991113,37.52727278,8.41,hd77482
Star,136.00167855,54.28387681,5.74,hd77309
Star,136.00187234999999,-31.91116953,8.98,hd77843
Star,136.00983735,-18.5444945,8.65,hd77785
Star,136.0099146,-61.02059292,8.45,hd78191
Star,136.02412425,-47.44146376,6.46,hd78005
Star,136.0388355,-47.09771376,3.75,hd78004
Star,136.0411161,27.89830962,6.67,hd77557/Cnc
Star,136.0495227,75.68435012,8.48,hd76703
Star,136.05111300000002,-24.24025857,7.91,hd77841
Star,136.05471674999998,-35.04429812,8.34,hd77921
Star,136.05777405,3.03408872,9.26,hd77711
Star,136.06258185,36.3082629,8.85,hd77514
Star,136.0626537,3.02658524,8.91,hd77712
Star,136.06410780000002,-48.1970496,8.94,hd78023
Star,136.07577494999998,-60.56604535,7.8,hd78231
Star,136.0864971,-15.91417598,8.77,hd77825
Star,136.08862514999998,-33.10184985,7.88,hd77920
Star,136.09170225,-59.15691254,8.86,hd78206
Star,136.09369665,29.26804669,7.6,hd77586
Star,136.1094852,-4.02407708,8.51,hd77779
Star,136.1134932,43.44196619,7.22,hd77497
Star,136.11504555,71.70139715,8.6,hd77005
Star,136.12304715,-32.44840339,7.78,hd77938
Star,136.12416525,12.21885571,8.68,hd77709
Star,136.1299932,-57.88082991,8.7,hd302084
Star,136.13631945,69.02552747,8.78,hd77102
Star,136.136874,-56.34106089,6.89,hd78190
Star,136.14356715,-27.08853038,8.18,hd77937
Star,136.14941969999998,10.85021181,7.58,hd77710
Star,136.150962,-43.45402611,8.67,hd78039
Star,136.1600205,-41.06471726,8.9,hd78020
Star,136.16369609999998,1.91029059,7.74,hd77760
Star,136.1654775,3.54109061,7.29,hd77777
Star,136.16575455,0.91881456,7.57,hd77778
Star,136.16724870000002,-13.25559861,8.21,hd77859
Star,136.16863515,-54.83377582,8.87,hd78189
Star,136.17334875,-17.23678981,7.16,hd77879
Star,136.17562725,60.99089427,7.7,hd77292
Star,136.1934537,-45.8617003,8.43,hd78116
Star,136.19542065,-44.81038473,7.57,hd78097
Star,136.19911785,-2.20817235,8.75,hd77838
Star,136.1999811,-57.85262854,6.43,hd78293
Star,136.2031491,-25.66248547,7.99,hd77956
Star,136.2082977,43.45661225,7.6,hd77556
Star,136.20843524999998,-46.81606787,6.88,hd78133
Star,136.21051079999998,-21.02395676,7.77,hd77936
Star,136.2145308,24.60521977,7.8,hd77694
Star,136.2206862,-56.73039896,8.16,hd78271
Star,136.2235599,-51.97611884,8.46,hd78205
Star,136.2296709,32.37698738,6.46,hd77660
Star,136.23185955,-4.67423709,7.95,hd77877
Star,136.2390933,-10.12198437,7.27,hd77915
Star,136.23985155,11.57256154,8.6,hd77803
Star,136.2417912,-11.69813058,7.6,hd77916
Star,136.2421287,13.34399858,7.37,hd77776
Star,136.2480921,-3.98752846,8.0,hd77876
Star,136.25022375,22.8320894,7.36,hd77730
Star,136.25388375,62.26174453,8.98,hd77349
Star,136.25718585,1.0270285,8.48,hd77858
Star,136.25930835,-11.38770598,8.81,hd77935
Star,136.26039645,-64.28944566,7.61,hd78446
Star,136.26959985,-24.18995046,8.38,hd77999
Star,136.26973005,26.16484519,7.64,hd77729
Star,136.27207125,-3.78088477,7.23,hd77894
Star,136.2775662,-29.01815824,6.63,hd78035
Star,136.28061855,-48.46044777,8.87,hd78187
Star,136.2830334,-47.04574695,8.85,hd78186
Star,136.28679285,-72.60269387,4.47,hd78791
Star,136.31421840000002,2.41413084,7.38,hd77874
Star,136.31612445,14.24526336,8.89,hd77823
Star,136.32853425000002,50.82395685,6.77,hd77570
Star,136.32918195,-61.82683679,7.38,hd78445
Star,136.33159995,-17.3395759,7.95,hd77998
Star,136.33883955,74.69675584,8.46,hd76974
Star,136.34744835,-42.16713956,7.63,hd78165
Star,136.35044355,48.53035841,5.48,hd77601
Star,136.36617735,79.34634686,7.78,hd76559
Star,136.3726794,19.43589876,7.91,hd77836
Star,136.3736778,-55.48126962,8.47,hd78359
Star,136.37724255,-50.28687033,7.27,hd78290
Star,136.37877989999998,50.29058974,8.35,hd77600
Star,136.38924615,36.18044725,7.07,hd77745
Star,136.39032329999998,-34.7997843,8.91,hd78147
Star,136.39334745000002,-3.57434156,7.94,hd77988
Star,136.40257635,-40.71030898,8.39,hd78202
Star,136.4057517,64.05459601,7.42,hd77428
Star,136.40992515,-70.53852074,4.66,hd78764
Star,136.41009315,28.71513816,8.64,hd77822
Star,136.41264135,50.29492317,7.75,hd77636
Star,136.41264405,-62.10351495,8.11,hd78507
Star,136.413048,-45.16027662,8.47,hd78265
Star,136.4217141,-12.91812259,8.7,hd78030
Star,136.4269185,-50.14454426,7.71,hd78326
Star,136.42785645,-7.60564186,8.23,hd78013
Star,136.43424375,-28.08316712,8.57,hd78146
Star,136.4397615,17.39014916,8.09,hd77892
Star,136.4420571,55.52898563,7.96,hd77599
Star,136.4435151,-14.79567842,8.54,hd78055
Star,136.45119435,-51.46081369,8.58,hd78358
Star,136.45369889999998,-31.25864772,8.05,hd78162
Star,136.4549235,68.10184639,8.52,hd77326
Star,136.4638923,-47.76857175,8.98,hd78344
Star,136.46534625,-38.24469199,8.32,hd78241
Star,136.46864084999999,-34.5346389,8.11,hd78201
Star,136.46927295,-69.5752183,8.3,hd78763
Star,136.4710557,4.74226383,8.61,hd77997
Star,136.47238664999998,-8.53592922,8.58,hd78054
Star,136.4848854,55.38976858,7.74,hd77619
Star,136.4874396,-36.09588831,7.32,hd78224
Star,136.4874645,-52.80096077,8.28,hd78405
Star,136.4898612,-21.53254916,8.66,hd78130
Star,136.49225504999998,-49.2342981,7.94,hd78355
Star,136.49324085,5.09234249,4.99,hd77996/Ome Hya
Star,136.50304005,-25.10821887,8.87,hd78160
Star,136.52235735,-70.23190685,8.52,hd78845
Star,136.52782815,-54.90397092,8.76,hd78444
Star,136.5317082,-64.49992086,6.37,hd78632
Star,136.54165665,-37.15265187,8.59,hd78286
Star,136.54414680000002,-76.56657049,7.53,hd79175
Star,136.55127435,26.13091176,8.33,hd77948
Star,136.55241539999997,44.87617474,8.28,hd77771
Star,136.55242515,15.86235765,7.41,hd77986
Star,136.55510655,-10.13318206,8.45,hd78128
Star,136.56495389999998,17.11203055,7.58,hd77985
Star,136.5764886,-59.06748572,8.51,hd78549
Star,136.58670930000002,-42.16580312,8.95,hd78353
Star,136.58887725,-16.11805657,8.84,hd78178
Star,136.59008204999998,15.27458172,7.63,hd78011
Star,136.59334365,68.4451036,7.08,hd77426
Star,136.59345495000002,-59.20644851,7.83,hd78568
Star,136.59387555,49.61139476,7.49,hd77770
Star,136.59631185,-36.80318238,7.88,hd78323
Star,136.60207065,53.24591034,8.74,hd77728
Star,136.60678395,-76.80045709,8.64,hd79245
Star,136.6096605,46.17101117,8.73,hd77820
Star,136.6168155,-19.28304631,8.78,hd78217
Star,136.6209507,66.70639375,8.88,hd77495
Star,136.6241418,-2.59976036,7.34,hd78143
Star,136.62842865000002,-24.15793862,8.11,hd78257
Star,136.6294671,-42.00525292,8.94,hd78383
Star,136.63107375,-74.75405172,7.71,hd79106
Star,136.63245015,38.45225024,4.56,hd77912
Star,136.63368225,-7.25455445,8.62,hd78157
Star,136.63417215,3.85993036,8.19,hd78113
Star,136.6350453,20.11930051,7.59,hd78029
Star,136.63952294999999,-9.75915617,8.13,hd78177
Star,136.63967234999998,38.08866676,7.86,hd77930
Star,136.6418358,-55.80242862,6.1,hd78548
Star,136.64366985,-47.91929679,7.77,hd78459
Star,136.65949410000002,2.81832375,8.43,hd78126
Star,136.66163250000002,-43.49241324,7.31,hd78429
Star,136.66174455,33.3705831,8.06,hd77969
Star,136.6624584,50.62682525,8.36,hd77801
Star,136.6790625,20.51031551,7.68,hd78050
Star,136.67982855,59.34455497,6.44,hd77692
Star,136.68240765000002,-33.56840097,8.42,hd78351
Star,136.68768525,-62.84985825,7.54,hd78725
Star,136.6907277,15.21639548,7.87,hd78091
Star,136.6966878,52.98116348,7.55,hd77819
Star,136.706199,-29.29236299,8.36,hd78350
Star,136.71081660000002,47.11495242,8.48,hd77891
Star,136.71266325000002,38.2784759,6.61,hd77967
Star,136.7136981,-60.26149993,7.38,hd78690
Star,136.7167932,-23.32745943,8.9,hd78320
Star,136.72500225,22.40192882,8.54,hd78066
Star,136.7264034,-66.15611391,8.3,hd78844
Star,136.7283003,-18.20154191,6.65,hd78302
Star,136.74550275,8.32902063,7.86,hd78156
Star,136.74937875,-70.96981383,8.2,hd79027
Star,136.74977355000001,1.46273239,6.16,hd78196
Star,136.7615766,23.32661577,8.44,hd78089
Star,136.768782,60.52797446,7.84,hd77726
Star,136.76933745,-58.65598419,8.19,hd78711
Star,136.7709561,-39.49847592,8.21,hd78469
Star,136.77358005,47.15333111,8.18,hd77929
Star,136.77632144999998,-61.76430496,8.67,hd78762
Star,136.77831645,46.67269815,8.99,hd77946
Star,136.78966185000002,-46.01850965,8.97,hd78527
Star,136.7941989,9.67139857,7.39,hd78195
Star,136.79808359999998,18.14329548,8.16,hd78142
Star,136.79827845,-36.35549275,8.69,hd78455
Star,136.8003762,-34.519715,7.88,hd78441
Star,136.8064494,51.62995032,7.2,hd77890
Star,136.81122134999998,-51.2118286,6.72,hd78599
Star,136.8113991,-13.30725892,7.04,hd78318
Star,136.81958085,2.58160896,6.66,hd78255
Star,136.8243987,-38.81763843,7.32,hd78484
Star,136.8279279,-57.46379524,6.61,hd78724
Star,136.83153405,45.17611139,8.85,hd77983
Star,136.83543075,-33.67311975,8.11,hd78454
Star,136.84249575,0.60021743,7.16,hd78282
Star,136.84308719999999,-62.99695796,8.89,hd78843
Star,136.85020905,-59.1498138,7.72,hd78761
Star,136.851561,6.83850361,7.68,hd78254
Star,136.85882940000002,58.87527341,7.62,hd77818
Star,136.86017985,-58.42376371,8.51,hd78760
Star,136.8625494,22.98086458,6.39,hd78175
Star,136.86651555,78.87036015,8.92,hd76973
